Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Total Cases/1M pop,Deaths /1M pop,Total Tests,Tests /1M pop,Continent,Date
Russia,783328,5842.0,12580 ,153.0,562384.0,208364.0,2300.0,5368.0,86.0,25449167.0,174383.0,Europe,07-21-2020
South Africa,373628,,5173 ,,194865.0,173590.0,539.0,6296.0,87.0,2505646.0,42220.0,Africa,07-21-2020
Peru,357681,,13384 ,,245081.0,99216.0,1303.0,10840.0,406.0,2084311.0,63171.0,South America,07-21-2020
Mexico,349396,5172.0,39485 ,301.0,222068.0,87843.0,3909.0,2708.0,306.0,827951.0,6418.0,North America,07-21-2020
Chile,334683,1654.0,8677 ,44.0,306816.0,19190.0,1728.0,17500.0,454.0,1432980.0,74927.0,South America,07-21-2020
Spain,313274,1358.0,28424 ,2.0,,,617.0,6700.0,608.0,6320836.0,135188.0,Europe,07-21-2020
UK,295817,445.0,45422  ,110.0,,,142.0,4356.0,669.0,13572759.0,199877.0,Europe,07-21-2020
Iran,278827,2625.0,14634 ,229.0,242351.0,21842.0,3589.0,3317.0,174.0,2201958.0,26199.0,Asia,07-21-2020
Pakistan,266096,1013.0,5639 ,40.0,208030.0,52427.0,1481.0,1204.0,26.0,1758551.0,7954.0,Asia,07-21-2020
Saudi Arabia,255825,2476.0,2557 ,34.0,207259.0,46009.0,2184.0,7343.0,73.0,2784874.0,79932.0,Asia,07-21-2020
Italy,244752,128.0,35073 ,15.0,197431.0,12248.0,49.0,4048.0,580.0,6305412.0,104296.0,Europe,07-21-2020
Turkey,220572,,5508 ,,203002.0,12062.0,1243.0,2614.0,65.0,4316781.0,51155.0,Asia,07-21-2020
Bangladesh,210510,3057.0,2709 ,41.0,115397.0,92404.0,1.0,1278.0,16.0,1054559.0,6400.0,Asia,07-21-2020
Colombia,204005,,6929 ,,95804.0,101272.0,1456.0,4007.0,136.0,1236569.0,24289.0,South America,07-21-2020
Germany,203557,70.0,9175 ,2.0,188100.0,6282.0,264.0,2429.0,109.0,6884614.0,82156.0,Europe,07-21-2020
France,176754,,30177 ,,79233.0,67344.0,477.0,2708.0,462.0,2841473.0,43526.0,Europe,07-21-2020
Argentina,130774,,2373 ,,55913.0,72488.0,752.0,2892.0,52.0,552306.0,12214.0,South America,07-21-2020
Canada,111124,,8858 ,,97474.0,4792.0,2183.0,2943.0,235.0,3573630.0,94641.0,North America,07-21-2020
Qatar,107430,393.0,160 ,1.0,104191.0,3079.0,119.0,38261.0,57.0,451168.0,160684.0,Asia,07-21-2020
Iraq,97159,2466.0,3950 ,81.0,64950.0,28259.0,431.0,2413.0,98.0,809522.0,20105.0,Asia,07-21-2020
Indonesia,89869,1655.0,4320 ,81.0,48466.0,37083.0,,328.0,16.0,1257807.0,4596.0,Asia,07-21-2020
Egypt,88402,,4352 ,,28924.0,55126.0,41.0,863.0,42.0,135000.0,1318.0,Africa,07-21-2020
Sweden,78166,20.0,5646 ,10.0,,,58.0,7737.0,559.0,681820.0,67489.0,Europe,07-21-2020
Ecuador,74620,,5318 ,,31955.0,37347.0,342.0,4226.0,301.0,204162.0,11563.0,South America,07-21-2020
Kazakhstan,73468,1630.0,585 ,,45376.0,27507.0,221.0,3910.0,31.0,1791293.0,95341.0,Asia,07-21-2020
Philippines,70764,1951.0,1837 ,2.0,23281.0,45646.0,351.0,645.0,17.0,1190937.0,10861.0,Asia,07-21-2020
Oman,69887,1487.0,337 ,11.0,46608.0,22942.0,169.0,13670.0,66.0,279446.0,54660.0,Asia,07-21-2020
Belarus,66348,135.0,507 ,4.0,58592.0,7249.0,89.0,7022.0,54.0,1202214.0,127230.0,Europe,07-21-2020
Belgium,64094,201.0,9805 ,5.0,17321.0,36968.0,36.0,5529.0,846.0,1444885.0,124641.0,Europe,07-21-2020
Bolivia,60991,1409.0,2218 ,67.0,18875.0,39898.0,71.0,5221.0,190.0,132254.0,11322.0,South America,07-21-2020
Kuwait,60434,671.0,412 ,4.0,50919.0,9103.0,127.0,14141.0,96.0,466861.0,109240.0,Asia,07-21-2020
Ukraine,60166,673.0,1518 ,20.0,32199.0,26449.0,89.0,1376.0,35.0,894393.0,20458.0,Europe,07-21-2020
UAE,57498,305.0,341 ,1.0,49964.0,7193.0,1.0,5810.0,34.0,4576202.0,462405.0,Asia,07-21-2020
Dominican Republic,54797,841.0,999 ,6.0,25976.0,27822.0,244.0,5049.0,92.0,216481.0,19946.0,North America,07-21-2020
Panama,54426,,1127 ,,29164.0,24135.0,175.0,12604.0,261.0,189941.0,43987.0,North America,07-21-2020
Israel,53559,1556.0,424 ,9.0,22647.0,30488.0,256.0,5823.0,46.0,1503999.0,163521.0,Asia,07-21-2020
Netherlands,52073,163.0,6136 ,,,,16.0,3039.0,358.0,851885.0,49710.0,Europe,07-21-2020
Portugal,48898,127.0,1697 ,6.0,33769.0,13432.0,62.0,4796.0,166.0,1466662.0,143861.0,Europe,07-21-2020
Singapore,48434,399.0,27 ,,44584.0,3823.0,,8275.0,5.0,1009532.0,172487.0,Asia,07-21-2020
Poland,40782,399.0,1636 ,9.0,30771.0,8375.0,73.0,1078.0,43.0,1971736.0,52101.0,Europe,07-21-2020
Romania,39133,994.0,2074 ,36.0,24454.0,12605.0,297.0,2035.0,108.0,984396.0,51191.0,Europe,07-21-2020
Guatemala,39039,,1502  ,,25539.0,11998.0,5.0,2177.0,84.0,121125.0,6755.0,North America,07-21-2020
Nigeria,37225,,801 ,,15333.0,21091.0,7.0,180.0,4.0,214228.0,1038.0,Africa,07-21-2020
Bahrain,36936,,128 ,,32965.0,3843.0,46.0,21677.0,75.0,735492.0,431651.0,Asia,07-21-2020
Afghanistan,35615,89.0,1186 ,1.0,23741.0,10688.0,31.0,914.0,30.0,84202.0,2161.0,Asia,07-21-2020
Armenia,35254,273.0,662 ,12.0,24206.0,10386.0,10.0,11896.0,223.0,148180.0,50001.0,Asia,07-21-2020
Honduras,34611,776.0,935 ,35.0,3905.0,29771.0,51.0,3492.0,94.0,78825.0,7952.0,North America,07-21-2020
Switzerland,33742,108.0,1972 ,1.0,30300.0,1470.0,23.0,3897.0,228.0,732835.0,84642.0,Europe,07-21-2020
Ghana,28989,559.0,153 ,,25331.0,3505.0,8.0,932.0,5.0,349752.0,11245.0,Africa,07-21-2020
Kyrgyzstan,28251,1108.0,1079 ,42.0,14776.0,12396.0,24.0,4327.0,165.0,262894.0,40263.0,Asia,07-21-2020
Azerbaijan,28242,352.0,376 ,13.0,19939.0,7927.0,66.0,2784.0,37.0,641732.0,63262.0,Asia,07-21-2020
Ireland,25802,36.0,1753 ,,23364.0,685.0,7.0,5222.0,355.0,574487.0,116278.0,Europe,07-21-2020
Japan,25096,,985 ,,19757.0,4354.0,47.0,198.0,8.0,639821.0,5060.0,Asia,07-21-2020
Algeria,24278,587.0,1100 ,13.0,16646.0,6532.0,56.0,553.0,25.0,,,Africa,07-21-2020
Serbia,21605,352.0,491 ,9.0,14047.0,7067.0,198.0,2473.0,56.0,568750.0,65109.0,Europe,07-21-2020
Moldova,21442,327.0,707 ,12.0,14599.0,6136.0,362.0,5316.0,175.0,128076.0,31754.0,Europe,07-21-2020
Austria,19827,84.0,710 ,,17716.0,1401.0,18.0,2201.0,79.0,798436.0,88625.0,Europe,07-21-2020
Nepal,17994,150.0,40 ,,12477.0,5477.0,,617.0,1.0,636237.0,21817.0,Asia,07-21-2020
Uzbekistan,17755,441.0,93 ,3.0,9463.0,8199.0,70.0,530.0,3.0,1377915.0,41140.0,Asia,07-21-2020
Morocco,17742,180.0,280 ,4.0,15389.0,2073.0,31.0,480.0,8.0,1027773.0,27828.0,Africa,07-21-2020
Cameroon,16157,,373 ,,13728.0,2056.0,52.0,608.0,14.0,135000.0,5080.0,Africa,07-21-2020
Ivory Coast,14312,,92 ,,8659.0,5561.0,,542.0,3.0,83753.0,3172.0,Africa,07-21-2020
Czechia,14160,62.0,360 ,1.0,8899.0,4901.0,18.0,1322.0,34.0,632395.0,59047.0,Europe,07-21-2020
S. Korea,13816,45.0,296 ,,12643.0,877.0,21.0,269.0,6.0,1482390.0,28912.0,Asia,07-21-2020
Kenya,13771,,238 ,,5616.0,7917.0,44.0,256.0,4.0,246361.0,4577.0,Africa,07-21-2020
Denmark,13302,40.0,611 ,,12261.0,430.0,4.0,2296.0,105.0,1354882.0,233869.0,Europe,07-21-2020
El Salvador,12582,375.0,352 ,8.0,6965.0,5265.0,427.0,1939.0,54.0,214443.0,33052.0,North America,07-21-2020
Australia,12428,359.0,126 ,3.0,8444.0,3858.0,38.0,487.0,5.0,3584339.0,140479.0,Australia/Oceania,07-21-2020
Venezuela,12334,,116 ,,6844.0,5374.0,19.0,434.0,4.0,1435142.0,50478.0,South America,07-21-2020
Costa Rica,11534,,66 ,,3019.0,8449.0,47.0,2263.0,13.0,68755.0,13490.0,North America,07-21-2020
Sudan,10992,,693 ,,5707.0,4592.0,,250.0,16.0,401.0,9.0,Africa,07-21-2020
Ethiopia,10207,,170 ,,2430.0,7607.0,35.0,89.0,1.0,250604.0,2177.0,Africa,07-21-2020
North Macedonia,9412,163.0,432 ,,4940.0,4040.0,55.0,4518.0,207.0,88179.0,42325.0,Europe,07-21-2020
Palestine,9228,312.0,64 ,1.0,1932.0,7232.0,,1807.0,13.0,155355.0,30421.0,Asia,07-21-2020
Norway,9049,15.0,255 ,,8138.0,656.0,1.0,1668.0,47.0,407311.0,75101.0,Europe,07-21-2020
Senegal,8985,37.0,174 ,4.0,6044.0,2767.0,40.0,536.0,10.0,97662.0,5826.0,Africa,07-21-2020
Bulgaria,8929,,308 ,,4205.0,4416.0,34.0,1286.0,44.0,210207.0,30266.0,Europe,07-21-2020
Malaysia,8815,15.0,123 ,,8562.0,130.0,4.0,272.0,4.0,902439.0,27864.0,Asia,07-21-2020
Bosnia and Herzegovina,8787,308.0,264 ,9.0,4003.0,4520.0,,2679.0,80.0,123645.0,37701.0,Europe,07-21-2020
DRC,8534,91.0,196 ,2.0,4528.0,3810.0,,95.0,2.0,,,Africa,07-21-2020
Madagascar,7548,395.0,65 ,3.0,4286.0,3197.0,79.0,272.0,2.0,33943.0,1224.0,Africa,07-21-2020
Finland,7351,11.0,328 ,,6880.0,143.0,1.0,1327.0,59.0,317837.0,57359.0,Europe,07-21-2020
Haiti,7100,47.0,151 ,5.0,4095.0,2854.0,,622.0,13.0,16175.0,1418.0,North America,07-21-2020
Tajikistan,6967,46.0,57 ,,5683.0,1227.0,,730.0,6.0,,,Asia,07-21-2020
French Guiana,6745,,38 ,,4714.0,1993.0,22.0,22557.0,127.0,33097.0,110683.0,South America,07-21-2020
Guinea,6590,,40 ,,5591.0,959.0,24.0,501.0,3.0,14407.0,1096.0,Africa,07-21-2020
Gabon,6433,,46 ,,4034.0,2353.0,11.0,2887.0,21.0,59671.0,26781.0,Africa,07-21-2020
Mauritania,5923,,155 ,,3632.0,2136.0,8.0,1272.0,33.0,13842.0,2974.0,Africa,07-21-2020
Luxembourg,5725,86.0,111 ,,4479.0,1135.0,5.0,9138.0,177.0,357637.0,570868.0,Europe,07-21-2020
Djibouti,5027,7.0,56 ,,4884.0,87.0,,5084.0,57.0,54671.0,55295.0,Africa,07-21-2020
CAR,4548,,55 ,,1400.0,3093.0,2.0,941.0,11.0,28751.0,5948.0,Africa,07-21-2020
Croatia,4422,49.0,123 ,1.0,3183.0,1116.0,9.0,1078.0,30.0,105526.0,25715.0,Europe,07-21-2020
Hungary,4347,8.0,596 ,,3257.0,494.0,4.0,450.0,62.0,310930.0,32191.0,Europe,07-21-2020
Albania,4290,119.0,117 ,4.0,2397.0,1776.0,17.0,1491.0,41.0,31383.0,10906.0,Europe,07-21-2020
Greece,4048,36.0,197 ,2.0,1374.0,2477.0,10.0,388.0,19.0,419906.0,40298.0,Europe,07-21-2020
Paraguay,3748,,33 ,,2171.0,1544.0,10.0,525.0,5.0,106345.0,14900.0,South America,07-21-2020
Zambia,3326,,128 ,,1620.0,1578.0,19.0,181.0,7.0,69296.0,3765.0,Africa,07-21-2020
Thailand,3255,5.0,58 ,,3105.0,92.0,1.0,47.0,0.8,685316.0,9817.0,Asia,07-21-2020
Nicaragua,3147,,99 ,,2282.0,766.0,,475.0,15.0,,,North America,07-21-2020
Somalia,3130,,93 ,,1462.0,1575.0,2.0,197.0,6.0,,,Africa,07-21-2020
Equatorial Guinea,3071,,51 ,,842.0,2178.0,,2186.0,36.0,16000.0,11389.0,Africa,07-21-2020
Malawi,3045,53.0,64 ,2.0,1180.0,1801.0,4.0,159.0,3.0,24192.0,1263.0,Africa,07-21-2020
Maldives,3044,45.0,15 ,,2397.0,632.0,12.0,5627.0,28.0,68696.0,126978.0,Asia,07-21-2020
Lebanon,2905,,41 ,,1562.0,1302.0,14.0,426.0,6.0,216702.0,31758.0,Asia,07-21-2020
Congo,2851,,50 ,,666.0,2135.0,,516.0,9.0,,,Africa,07-21-2020
Mayotte,2808,,38 ,,2591.0,179.0,3.0,10281.0,139.0,13000.0,47600.0,Africa,07-21-2020
Sri Lanka,2730,,11 ,,2048.0,671.0,1.0,127.0,0.5,139591.0,6517.0,Asia,07-21-2020
Mali,2477,2.0,122 ,1.0,1856.0,499.0,,122.0,6.0,20108.0,992.0,Africa,07-21-2020
Cuba,2449,3.0,87 ,,2321.0,41.0,1.0,216.0,8.0,232103.0,20493.0,North America,07-21-2020
Montenegro,2283,,35 ,,387.0,1861.0,7.0,3635.0,56.0,30246.0,48157.0,Europe,07-21-2020
South Sudan,2211,,45 ,,1175.0,991.0,,197.0,4.0,12044.0,1075.0,Africa,07-21-2020
Cabo Verde,2071,,21 ,,1063.0,987.0,,3723.0,38.0,41634.0,74841.0,Africa,07-21-2020
Estonia,2022,1.0,69 ,,1912.0,41.0,1.0,1524.0,52.0,114941.0,86644.0,Europe,07-21-2020
Slovakia,2021,41.0,28 ,,1538.0,455.0,2.0,370.0,5.0,243562.0,44610.0,Europe,07-21-2020
Hong Kong,2020,61.0,14 ,2.0,1324.0,682.0,29.0,269.0,2.0,442256.0,58966.0,Asia,07-21-2020
Libya,1980,,49 ,,441.0,1490.0,,288.0,7.0,40135.0,5837.0,Africa,07-21-2020
Slovenia,1977,24.0,114 ,1.0,1625.0,238.0,3.0,951.0,55.0,121821.0,58597.0,Europe,07-21-2020
Lithuania,1949,2.0,80  ,,1601.0,268.0,6.0,717.0,29.0,486224.0,178767.0,Europe,07-21-2020
Guinea-Bissau,1949,,26 ,,803.0,1120.0,5.0,989.0,13.0,1500.0,761.0,Africa,07-21-2020
Iceland,1930,,10 ,,1907.0,13.0,,5654.0,29.0,113204.0,331624.0,Europe,07-21-2020
Eswatini,1826,,23 ,,850.0,953.0,5.0,1573.0,20.0,20784.0,17905.0,Africa,07-21-2020
Sierra Leone,1727,16.0,66 ,,1273.0,388.0,,216.0,8.0,,,Africa,07-21-2020
Zimbabwe,1713,,26 ,,472.0,1215.0,,115.0,2.0,103291.0,6945.0,Africa,07-21-2020
Rwanda,1629,,5 ,,838.0,786.0,,126.0,0.4,214000.0,16504.0,Africa,07-21-2020
Yemen,1619,,447 ,,714.0,458.0,,54.0,15.0,120.0,4.0,Asia,07-21-2020
Benin,1602,,31 ,,782.0,789.0,1.0,132.0,3.0,72832.0,6001.0,Africa,07-21-2020
New Zealand,1555,1.0,22 ,,1506.0,27.0,,311.0,4.0,444176.0,88798.0,Australia/Oceania,07-21-2020
Mozambique,1536,29.0,11 ,,505.0,1020.0,,49.0,0.4,47887.0,1530.0,Africa,07-21-2020
